Customer_ID,Total_Sales,Total_Profit,Order_Count,Customer_Tier,Customer_Name
DF-3135,1301.6520000000003,-110.928,4,Bronze,David Flashing
DG-13300,13731.428,2067.2561,28,Platinum,Deirdre Greer
DG-3300,2982.312,307.062,6,Silver,Deirdre Greer
DH-13075,14128.678100000001,1370.5765,25,Platinum,Dave Hallsten
DH-13675,7817.3085,842.9994999999999,17,Gold,Duane Huffman
DH-3075,2063.682,311.292,10,Silver,Dave Hallsten
DH-3675,4661.844,1308.144,12,Silver,Duane Huffman
DJ-13420,22142.43114,3173.13614,28,Platinum,Denny Joy
DJ-13510,15420.2879,2695.862,31,Platinum,Don Jones
DJ-13630,12560.13,2205.8763999999996,27,Gold,Doug Jacobs
DJ-3420,419.64,82.25999999999999,4,Bronze,Denny Joy
DJ-3510,5976.69,1614.6,7,Silver,Don Jones
DJ-3630,1293.948,469.87800000000004,6,Bronze,Doug Jacobs
DK-12835,17590.5547,2632.1874999999995,32,Platinum,Damala Kotsonis
DK-12895,18340.62916,1080.66276,22,Platinum,Dana Kaydos
DK-12985,14823.9685,1366.8047000000001,35,Platinum,Darren Koutras
DK-13090,19178.6392,4004.4357,36,Platinum,Dave Kipp
DK-13150,15983.711,2064.7236999999996,22,Platinum,David Kendrick
DK-13225,9246.4686,898.3240000000001,29,Gold,Dean Katz
DK-13375,16258.534,2159.7979000000005,26,Platinum,Dennis Kane
DK-2835,3373.143,285.66300000000007,11,Silver,Damala Kotsonis
DK-2895,1292.1299999999999,282.9,6,Bronze,Dana Kaydos
DK-2985,81.43200000000002,-78.88799999999998,1,Bronze,Darren Koutras
DK-3090,273.76800000000003,76.12800000000001,3,Bronze,Dave Kipp
DK-3150,1577.874,114.414,14,Bronze,David Kendrick
DK-3225,1407.984,108.77400000000002,8,Bronze,Dean Katz
DK-3375,3846.78,805.7099999999999,10,Silver,Dennis Kane
DL-12865,11185.718100000002,280.33099999999956,34,Gold,Dan Lawera
DL-12925,11364.6808,1411.7939999999999,21,Gold,Daniel Lacy
DL-13315,18505.6005,2265.2257,27,Platinum,Delfina Latchford
DL-13330,16781.631,2652.7522,34,Platinum,Denise Leinenbach
DL-13495,15872.184,2474.7639999999997,27,Platinum,Dionis Lloyd
DL-2865,1502.9640000000002,145.70400000000004,7,Bronze,Dan Lawera
DL-2925,831.996,-303.354,7,Bronze,Daniel Lacy
DL-3315,1746.8700000000001,533.3100000000001,6,Silver,Delfina Latchford
DL-3330,1159.3500000000001,94.74,3,Bronze,Denise Leinenbach
DL-3495,773.604,-913.8959999999998,5,Bronze,Dionis Lloyd
DM-12955,19862.57592,2206.22022,32,Platinum,Dario Medina
DM-13015,15626.531799999999,1530.8618999999997,30,Platinum,Darrin Martin
DM-13345,17054.8905,2876.8071000000004,27,Platinum,Denise Monton
DM-13525,9640.38168,-925.5615200000004,19,Gold,Don Miller
DM-2955,2437.407,100.70700000000006,9,Silver,Dario Medina
DM-3015,2105.79,460.89,6,Silver,Darrin Martin
DM-3345,4998.42,-5474.61,6,Silver,Denise Monton
DM-3525,2191.266,652.146,6,Silver,Don Miller
DN-13690,13098.338,711.4185000000003,24,Gold,Duane Noonan
DN-3690,1815.9540000000002,-477.87600000000003,5,Silver,Duane Noonan
DO-13435,15280.8855,3207.4254,32,Platinum,Denny Ordway
DO-13645,12083.48092,1997.8325199999997,25,Gold,Doug O'Connell
DO-3435,3515.73,930.21,10,Silver,Denny Ordway
DO-3645,1689.252,-181.09799999999998,5,Silver,Doug O'Connell
DP-13000,13882.7624,-949.6011999999997,31,Platinum,Darren Powers
DP-13105,18930.032199999998,3099.9463000000005,25,Platinum,Dave Poirier
DP-13165,22211.28212,1808.3185200000003,25,Platinum,David Philippe
DP-13390,10282.7912,2369.8289999999997,27,Gold,Dennis Pardue
DP-3000,2093.6099999999997,432.15,10,Silver,Darren Powers
DP-3105,6970.716000000001,1500.1860000000001,6,Gold,Dave Poirier
DP-3165,1517.9520000000002,-973.7879999999999,6,Bronze,David Philippe
DP-3390,1376.1299999999999,318.36,6,Bronze,Dennis Pardue
DR-12880,14415.338300000001,2112.6456,32,Platinum,Dan Reichenbach
DR-12940,25641.46492,5505.92292,33,Platinum,Daniel Raglin
DR-2880,2291.4629999999997,-128.2469999999999,8,Silver,Dan Reichenbach
DR-2940,2288.4,598.05,8,Silver,Daniel Raglin
DS-13030,11644.2965,1068.3453999999997,26,Gold,Darrin Sayre
DS-13180,13447.412,1669.7885,31,Platinum,David Smith
DS-3030,1636.512,419.322,6,Bronze,Darrin Sayre
DS-3180,185.136,43.626000000000005,2,Bronze,David Smith
DV-13045,18106.01292,599.1859199999997,24,Platinum,Darrin Van Huff
DV-13465,12910.87688,2167.6825799999997,20,Gold,Dianna Vittorini
DV-3045,4640.3189999999995,17.139000000000035,13,Silver,Darrin Van Huff
DV-3465,4037.82,1175.04,5,Silver,Dianna Vittorini
DW-13195,9689.3171,1623.3823000000002,26,Gold,David Wiener
DW-13480,16336.8556,3315.6931999999997,23,Platinum,Dianna Wilson
DW-13540,13166.415,1471.8721999999998,20,Platinum,Don Weiss
DW-13585,12143.043599999999,821.813,37,Gold,Dorothy Wardle
DW-3195,1241.2259999999999,115.71600000000002,4,Bronze,David Wiener
DW-3480,7118.106000000001,1713.3959999999997,12,Gold,Dianna Wilson
DW-3540,1216.5870000000002,-1046.163,4,Bronze,Don Weiss
DW-3585,461.874,48.744000000000014,4,Bronze,Dorothy Wardle
Dl-13600,11912.7634,1722.9402,20,Gold,Dorris liebe
Dl-3600,2809.056,128.76600000000016,10,Silver,Dorris liebe
Dp-13240,22225.61032,3822.6941199999997,28,Platinum,Dean percer
Dp-3240,609.3000000000001,136.47,7,Bronze,Dean percer
EA-14035,11387.06772,867.17212,31,Gold,Erin Ashbrook
EA-4035,131.808,0.8880000000000088,3,Bronze,Erin Ashbrook
EB-13705,12382.2841,894.0075999999997,30,Gold,Ed Braxton
EB-13750,8489.991,1368.591,20,Gold,Edward Becker
EB-13840,20188.158939999998,5466.499739999999,25,Platinum,Ellis Ballard
EB-13870,6850.9837,187.37619999999995,19,Gold,Emily Burns
EB-13930,9533.9519,1385.4761,18,Gold,Eric Barreto
EB-13975,13405.6013,2653.5443999999998,32,Platinum,Erica Bern
EB-14110,13665.4673,3285.6168999999995,24,Platinum,Eugene Barchas
EB-14170,6736.4391000000005,276.7832,23,Gold,Evan Bailliet
EB-3705,3141.63,594.6,3,Silver,Ed Braxton
EB-3750,939.153,118.563,6,Bronze,Edward Becker
EB-3840,1797.738,382.248,6,Silver,Ellis Ballard
EB-3870,184.872,-166.818,5,Bronze,Emily Burns
EB-3930,2433.516,706.2660000000001,9,Silver,Eric Barreto
EB-3975,2713.62,377.19000000000005,9,Silver,Erica Bern
EB-4110,2417.757,-391.9529999999999,10,Silver,Eugene Barchas
EB-4170,1267.62,288.84,6,Bronze,Evan Bailliet
EC-14050,4430.2361,424.05769999999995,19,Silver,Erin Creighton
EC-4050,2301.315,407.715,7,Silver,Erin Creighton
ED-13885,18018.879,2933.2625,31,Platinum,Emily Ducich
ED-3885,525.474,-360.8159999999999,8,Bronze,Emily Ducich
EG-13900,16562.35068,3360.54628,21,Platinum,Emily Grady
EG-3900,6549.951,-756.3089999999996,11,Gold,Emily Grady
EH-13765,20259.916,1685.9613999999997,29,Platinum,Edward Hooks
EH-13945,7832.68602,1551.0848199999998,27,Gold,Eric Hoffmann
EH-13990,8807.0846,1552.3205,26,Gold,Erica Hackney
EH-14005,10374.938100000001,285.6473,28,Gold,Erica Hernandez
EH-14125,17408.31362,2105.8908199999996,31,Platinum,Eugene Hildebrand
EH-14185,12800.51382,1241.8905199999997,29,Gold,Evan Henry
EH-3765,1010.3820000000001,-1014.7679999999999,9,Bronze,Edward Hooks
EH-3945,2518.74,698.97,9,Silver,Eric Hoffmann
EH-3990,672.489,4.598999999999976,6,Bronze,Erica Hackney
EH-4005,2629.674,509.004,7,Silver,Erica Hernandez
EH-4125,5012.219999999999,-445.55999999999955,13,Silver,Eugene Hildebrand
EH-4185,3577.77,1039.62,8,Silver,Evan Henry
EJ-13720,8969.44,1012.9436000000001,22,Gold,Ed Jacobs
EJ-14155,12324.8446,1975.1190999999997,23,Gold,Eva Jacobs
EJ-3720,1727.964,197.004,8,Silver,Ed Jacobs
EJ-4155,2631.9900000000002,819.4499999999999,5,Silver,Eva Jacobs
EK-13795,5597.3462,593.1248,17,Silver,Eileen Kiefer
EK-3795,1531.083,172.353,6,Bronze,Eileen Kiefer
EL-13735,10515.862,1142.5974,23,Gold,Ed Ludwig
EL-3735,3691.392,12.942000000000217,11,Silver,Ed Ludwig
EM-13810,13549.72804,1664.8005399999997,23,Platinum,Eleni McCrary
EM-13825,14128.07816,2018.14436,26,Platinum,Elizabeth Moffitt
EM-13960,25228.52948,2593.94148,37,Platinum,Eric Murdock
EM-14065,12108.30958,3017.73418,17,Gold,Erin Mull
EM-14095,10889.699700000001,1684.9539,17,Gold,Eudokia Martin
EM-14140,21507.291259999998,3683.1207600000002,30,Platinum,Eugene Moren
EM-14200,17087.77766,3138.33776,23,Platinum,Evan Minnotte
EM-3810,1032.879,232.56900000000005,6,Bronze,Eleni McCrary
EM-3825,378.258,-30.07199999999999,6,Bronze,Elizabeth Moffitt
EM-3960,2855.8740000000003,712.074,8,Silver,Eric Murdock
EM-4065,3213.246,921.726,9,Silver,Erin Mull
EM-4095,2833.56,79.82999999999998,9,Silver,Eudokia Martin
EM-4140,1900.791,-58.86900000000001,6,Silver,Eugene Moren
EM-4200,2585.8979999999997,509.11800000000005,4,Silver,Evan Minnotte
EN-13780,6333.9164,478.5334999999998,20,Gold,Edward Nazzal
EN-3780,734.856,-240.834,8,Bronze,Edward Nazzal
EP-13915,16283.35774,2159.58474,33,Platinum,Emily Phan
EP-3915,487.95,-55.62000000000001,3,Bronze,Emily Phan
ER-13855,13396.0,2212.0922,19,Platinum,Elpida Rittenbach
ER-3855,3736.296,373.626,7,Silver,Elpida Rittenbach
ES-14020,12827.27294,2761.3884399999997,32,Gold,Erica Smith
ES-14080,16236.005799999999,1925.1878999999997,24,Platinum,Erin Smith
ES-4020,1892.7780000000002,365.98800000000006,7,Silver,Erica Smith
ES-4080,1925.544,250.10399999999998,9,Silver,Erin Smith
FA-14230,13535.0628,1245.2617,29,Platinum,Frank Atkinson
FA-4230,814.5719999999999,250.93200000000002,6,Bronze,Frank Atkinson
FC-14245,10867.8088,2492.3230000000003,23,Gold,Frank Carlisle
FC-14335,8770.73964,1329.9262399999998,23,Gold,Fred Chung
FC-4245,1540.638,288.468,6,Bronze,Frank Carlisle
FC-4335,550.9499999999999,166.76999999999998,4,Bronze,Fred Chung
FG-14260,9396.5055,1158.0512,18,Gold,Frank Gastineau
FG-4260,308.211,-123.93900000000001,9,Bronze,Frank Gastineau
FH-14275,13569.566,3539.4216,23,Platinum,Frank Hawley
FH-14350,10654.52882,2959.86382,20,Gold,Fred Harton
FH-14365,27649.326520000002,4101.91312,30,Platinum,Fred Hopkins
FH-4275,113.064,8.154000000000003,5,Bronze,Frank Hawley
FH-4350,110.48100000000001,-71.82900000000001,3,Bronze,Fred Harton
FH-4365,2751.348,507.37800000000004,9,Silver,Fred Hopkins
FM-14215,14353.3978,1000.9705999999996,31,Platinum,Filia McAdams
FM-14290,14382.319220000001,2191.58072,30,Platinum,Frank Merwin
FM-14380,6598.3977,1461.1015000000002,21,Gold,Fred McMath
FM-4215,2935.614,393.05400000000003,6,Silver,Filia McAdams
FM-4290,2002.71,409.71000000000004,8,Silver,Frank Merwin
FM-4380,843.5400000000001,-445.5899999999999,6,Bronze,Fred McMath
FO-14305,15614.2155,2567.1143999999995,37,Platinum,Frank Olsen
FO-4305,2158.446,456.63599999999997,10,Silver,Frank Olsen
FP-14320,9939.0502,840.6414999999996,29,Gold,Frank Preis
FP-4320,816.5820000000001,96.552,5,Bronze,Frank Preis
FW-14395,16972.7481,1651.7594,26,Platinum,Fred Wasserman
FW-4395,1220.8110000000001,32.03099999999998,8,Bronze,Fred Wasserman
GA-14515,12488.67232,1108.47532,24,Gold,George Ashbrook
GA-14725,8817.5455,1012.2713999999999,24,Gold,Guy Armstrong
GA-4515,1318.3890000000001,-316.13100000000014,7,Bronze,George Ashbrook
GA-4725,1460.796,-240.29399999999993,4,Bronze,Guy Armstrong
GB-14530,11657.753,560.6201000000002,25,Gold,George Bell
GB-14575,10748.99238,1621.0136799999998,24,Gold,Giulietta Baptist
GB-4530,525.9,95.67,5,Bronze,George Bell
GB-4575,1821.912,12.251999999999995,6,Silver,Giulietta Baptist
GD-14590,18005.0006,1826.5178999999996,29,Platinum,Giulietta Dortch
GD-4590,700.692,61.63199999999999,4,Bronze,Giulietta Dortch
GG-14650,12902.96276,1491.5912599999997,28,Gold,Greg Guthrie
GG-4650,1000.422,31.932,5,Bronze,Greg Guthrie
GH-14410,13659.59598,47.465479999999765,36,Platinum,Gary Hansen
GH-14425,20039.763,3375.2251,31,Platinum,Gary Hwang
GH-14485,14692.6742,2200.7504,21,Platinum,Gene Hale
GH-14665,12921.45162,1877.94062,29,Gold,Greg Hansen
GH-4410,1610.22,566.34,9,Bronze,Gary Hansen
GH-4425,4585.83,532.89,10,Silver,Gary Hwang
GH-4485,794.622,95.202,4,Bronze,Gene Hale
GH-4665,1077.069,-293.2709999999999,9,Bronze,Greg Hansen
GK-14620,19215.7699,3611.1624,24,Platinum,Grace Kelly
GK-4620,764.601,-115.86899999999997,4,Bronze,Grace Kelly
GM-14440,15782.46188,1431.27788,26,Platinum,Gary McGarr
GM-14455,10523.649,3106.2264,17,Gold,Gary Mitchum
GM-14500,6704.18562,531.4221199999998,23,Gold,Gene McClure
GM-14680,12010.60944,-1804.8220600000002,31,Gold,Greg Matthias
GM-14695,14564.942,-71.28049999999935,19,Platinum,Greg Maxwell
GM-4440,735.216,233.736,8,Bronze,Gary McGarr
GM-4455,488.43,-234.12000000000006,4,Bronze,Gary Mitchum
GM-4500,4298.37,1021.8299999999999,5,Silver,Gene McClure
GM-4680,1590.402,466.902,6,Bronze,Greg Matthias
GM-4695,791.502,59.92200000000003,7,Bronze,Greg Maxwell
GP-14740,10793.729000000001,377.67659999999984,25,Gold,Guy Phonely
GP-4740,4610.103,872.433,8,Silver,Guy Phonely
GR-14560,8895.05754,1030.99074,24,Gold,Georgia Rosenberg
GR-4560,4955.529,-534.7109999999999,6,Silver,Georgia Rosenberg
GT-14635,19080.34784,-3790.083059999999,20,Platinum,Grant Thornton
GT-14710,34471.89028,5164.847179999999,30,Platinum,Greg Tran
GT-14755,5601.70652,593.3313199999999,23,Silver,Guy Thornton
GT-4635,1145.01,212.16,7,Bronze,Grant Thornton
GT-4710,1079.064,49.284,4,Bronze,Greg Tran
GT-4755,3457.578,190.84800000000004,8,Silver,Guy Thornton
GW-14605,16239.4915,934.7202,25,Platinum,Giulietta Weimer
GW-4605,1830.789,264.33900000000006,8,Silver,Giulietta Weimer
GZ-14470,20869.699,2885.9928999999997,35,Platinum,Gary Zandusky
GZ-14545,11593.730800000001,2645.2998,24,Gold,George Zrebassa
GZ-4470,3835.6259999999997,856.446,8,Silver,Gary Zandusky
GZ-4545,3698.388,1460.2980000000002,6,Silver,George Zrebassa
HA-14905,15826.81444,-526.0681599999998,24,Platinum,Helen Abelman
HA-14920,9740.3981,1457.3645999999999,25,Gold,Helen Andreada
HA-4905,1106.604,-235.626,4,Bronze,Helen Abelman
HA-4920,670.674,103.79399999999998,6,Bronze,Helen Andreada
HD-14785,16749.140199999998,1803.1442000000004,29,Platinum,Harold Dahlen
HD-4785,3325.608,828.048,7,Silver,Harold Dahlen
HE-14800,9902.49522,1570.1460200000001,27,Gold,Harold Engle
HE-4800,1091.3220000000001,140.29199999999997,8,Bronze,Harold Engle
HF-14995,9712.8699,-474.87089999999984,28,Gold,Herbert Flentye
HF-4995,2099.973,-178.25699999999998,8,Silver,Herbert Flentye
HG-14845,21228.554519999998,-824.0102799999999,30,Platinum,Harry Greene
HG-14965,16810.6866,-1607.2489000000005,34,Platinum,Henry Goldwyn
HG-15025,14737.8066,1357.6438999999998,29,Platinum,Hunter Glantz
HG-4845,2987.8979999999997,532.518,9,Silver,Harry Greene
HG-4965,354.588,9.738000000000042,5,Bronze,Henry Goldwyn
HG-5025,1476.612,175.27200000000002,7,Bronze,Hunter Glantz
HH-15010,13731.737819999998,2109.31402,24,Platinum,Hilary Holden
HH-5010,1497.57,323.01,3,Bronze,Hilary Holden
HJ-14875,14312.7962,2324.0209999999997,32,Platinum,Heather Jas
HJ-4875,1121.22,294.24,6,Bronze,Heather Jas
HK-14890,13886.4431,2306.9442,27,Platinum,Heather Kirkland
HK-4890,1656.9660000000001,187.98600000000005,6,Bronze,Heather Kirkland
HL-15040,29664.23058,7657.50178,20,Platinum,Hunter Lopez
HL-5040,579.336,159.06599999999997,4,Bronze,Hunter Lopez
HM-14860,27434.167599999997,6544.8864,37,Platinum,Harry Marie
HM-14980,12718.7916,1044.7110999999998,29,Gold,Henry MacAllister
HM-4860,1042.77,413.4,4,Bronze,Harry Marie
HM-4980,4409.298,1628.628,5,Silver,Henry MacAllister
HP-14815,7321.4394999999995,636.2191999999999,24,Gold,Harold Pawlan
HP-4815,1196.682,244.00199999999998,5,Bronze,Harold Pawlan
HR-14770,11126.929,1182.9004,18,Gold,Hallie Redmond
HR-14830,9637.15436,1517.8777599999999,21,Gold,Harold Ryan
HR-4770,4550.322,522.372,8,Silver,Hallie Redmond
HR-4830,391.93800000000005,-61.842,3,Bronze,Harold Ryan
HW-14935,17199.202,2653.6991,28,Platinum,Helen Wasserman
HW-4935,1174.824,-98.58599999999984,7,Bronze,Helen Wasserman
HZ-14950,9656.4048,1003.4368999999997,22,Gold,Henia Zydlo
HZ-4950,2830.416,-261.954,6,Silver,Henia Zydlo
IG-15085,10383.13098,657.4951799999999,25,Gold,Ivan Gibson
IG-5085,5766.243,1253.673,12,Silver,Ivan Gibson
IL-15100,11802.69376,1244.2347599999998,25,Gold,Ivan Liston
IL-5100,1052.808,-63.161999999999935,7,Bronze,Ivan Liston
IM-15055,5154.839760000001,1534.0298599999999,15,Silver,Ionia McGrath
IM-15070,17854.10112,-567.63018,27,Platinum,Irene Maddox
IM-5055,4324.95,913.9499999999999,7,Silver,Ionia McGrath
IM-5070,2064.0660000000003,-112.67399999999992,7,Silver,Irene Maddox
JA-15970,17105.4707,688.9729999999997,25,Platinum,Joseph Airdo
JA-5970,1057.2269999999999,153.35700000000003,7,Bronze,Joseph Airdo
JB-15400,13085.503900000002,1992.2620999999997,34,Gold,Jennifer Braxton
JB-15925,12325.28696,1649.1341599999998,19,Gold,Joni Blumstein
JB-16000,22127.18112,2936.3772200000003,32,Platinum,Joy Bell-
JB-16045,13851.27568,778.6291799999996,24,Platinum,Julia Barnett
JB-5400,2172.0299999999997,459.59999999999997,7,Silver,Jennifer Braxton
JB-5925,1012.0920000000001,-518.6279999999999,8,Bronze,Joni Blumstein
JB-6000,1881.006,-68.4539999999999,7,Silver,Joy Bell-
JB-6045,3235.656,-529.5839999999996,10,Silver,Julia Barnett
JC-15340,17836.2846,239.28600000000046,29,Platinum,Jasper Cacioppo
JC-15385,12978.93092,2086.7973199999997,25,Gold,Jenna Caffey
JC-15775,10582.78504,1820.4692400000001,25,Gold,John Castell
JC-16105,11079.104879999999,712.3140799999998,28,Gold,Julie Creighton
JC-5340,606.105,98.50500000000002,6,Bronze,Jasper Cacioppo
JC-5385,3183.075,-782.235,9,Silver,Jenna Caffey
JC-5775,1712.487,37.917,5,Silver,John Castell
JC-6105,3914.9399999999996,-2601.419999999999,6,Silver,Julie Creighton
JD-15790,10267.749759999999,-293.6847400000001,24,Gold,John Dryer
JD-15895,16711.32422,1430.54702,32,Platinum,Jonathan Doherty
JD-16015,8690.629299999999,-29.400200000000137,24,Gold,Joy Daniels
JD-16060,7683.04096,-24.026940000000067,19,Gold,Julia Dunbar
JD-16150,18281.84948,1430.44888,28,Platinum,Justin Deggeller
JD-5790,1323.0720000000001,-905.0279999999998,5,Bronze,John Dryer
JD-5895,2770.434,296.244,6,Silver,Jonathan Doherty
JD-6015,2652.78,-575.01,8,Silver,Joy Daniels
JD-6060,3541.44,588.9300000000001,9,Silver,Julia Dunbar
JD-6150,5329.77,1194.87,6,Silver,Justin Deggeller
JE-15475,5905.076,1223.3237,22,Silver,Jeremy Ellison
JE-15610,13192.6924,1780.0783,26,Platinum,Jim Epp
JE-15715,22275.2689,3648.0084999999995,36,Platinum,Joe Elijah
JE-15745,19629.12896,1123.48066,35,Platinum,Joel Eaton
JE-16165,8352.71836,1839.8079599999999,20,Gold,Justin Ellison
JE-5475,914.178,94.848,8,Bronze,Jeremy Ellison
JE-5610,756.855,-408.16499999999996,6,Bronze,Jim Epp
JE-5715,180.3,-27.119999999999997,7,Bronze,Joe Elijah
JE-5745,2275.5,405.30000000000007,7,Silver,Joel Eaton
JE-6165,4555.715999999999,1088.4959999999999,8,Silver,Justin Ellison
JF-15190,17064.7075,4108.5474,28,Platinum,Jamie Frazer
JF-15295,20382.2503,3263.2952999999998,24,Platinum,Jason Fortune-
JF-15355,7343.566,1016.6709999999999,22,Gold,Jay Fein
JF-15415,14717.46588,1396.6454800000001,23,Platinum,Jennifer Ferguson
JF-15490,9234.53286,1048.31756,30,Gold,Jeremy Farry
JF-15565,19844.14866,4329.94546,29,Platinum,Jill Fjeld
JF-5190,3510.168,-2385.9419999999996,8,Silver,Jamie Frazer
JF-5295,2433.942,-570.768,8,Silver,Jason Fortune-
JF-5355,3475.764,-2891.346,9,Silver,Jay Fein
JF-5415,8227.02,1270.2,11,Gold,Jennifer Ferguson
JF-5490,1487.3850000000002,151.785,7,Bronze,Jeremy Farry
JF-5565,3776.7000000000003,547.74,6,Silver,Jill Fjeld
JG-15115,12801.82588,1161.6409799999997,19,Gold,Jack Garza
JG-15160,19963.41,4498.9944000000005,32,Platinum,James Galang
JG-15310,12733.703899999999,2095.9115,24,Gold,Jason Gross
JG-15805,22015.3862,3393.2200999999995,37,Platinum,John Grady
JG-5115,2907.678,-2083.9019999999996,9,Silver,Jack Garza
JG-5160,1588.116,50.10600000000003,8,Bronze,James Galang
JG-5310,836.9939999999999,158.724,5,Bronze,Jason Gross
JG-5805,208.38,-112.43999999999997,3,Bronze,John Grady
JH-15430,11806.1963,1477.1982,31,Gold,Jennifer Halladay
JH-15820,23586.7205,4829.6727,31,Platinum,John Huston
JH-15910,12532.7177,1635.3962,32,Gold,Jonathan Howell
JH-15985,18863.4044,-182.9318000000003,38,Platinum,Joseph Holt
JH-16180,18267.0064,2588.2794,31,Platinum,Justin Hirsh
JH-5430,883.476,113.49600000000001,9,Bronze,Jennifer Halladay
JH-5820,2359.011,566.1510000000001,7,Silver,John Huston
JH-5910,4013.9939999999997,-930.3360000000001,8,Silver,Jonathan Howell
JH-5985,2073.48,569.61,7,Silver,Joseph Holt
JH-6180,5651.8949999999995,1406.385,9,Silver,Justin Hirsh
JJ-15445,9696.8474,1054.3552,19,Gold,Jennifer Jackson
JJ-15760,18103.64108,1755.5902799999997,28,Platinum,Joel Jenkins
JJ-5445,2490.204,-31.656000000000017,6,Silver,Jennifer Jackson
JJ-5760,1890.126,93.39599999999997,6,Silver,Joel Jenkins
JK-15205,10917.0012,2359.5622,24,Gold,Jamie Kunitz
JK-15325,17000.84332,2059.35902,28,Platinum,Jason Klamczynski
JK-15370,10189.51404,1813.4958399999998,27,Gold,Jay Kimmel
JK-15625,12754.4081,2805.6486,27,Gold,Jim Karlsson
JK-15640,12637.4495,2651.1058,26,Gold,Jim Kriz
JK-15730,20825.892,2283.7602999999995,34,Platinum,Joe Kamberova
JK-16090,21918.73684,3195.3713399999997,33,Platinum,Juliana Krohn
JK-16120,13134.716639999999,1594.4992399999999,26,Platinum,Julie Kriz
JK-5205,1617.6,404.22,5,Bronze,Jamie Kunitz
JK-5325,203.388,-36.97199999999998,3,Bronze,Jason Klamczynski
JK-5370,3211.452,-263.44800000000026,6,Silver,Jay Kimmel
JK-5625,4364.763,1170.693,8,Silver,Jim Karlsson
JK-5640,428.43,103.16999999999999,4,Bronze,Jim Kriz
JK-5730,5862.87,2089.7400000000002,6,Silver,Joe Kamberova
JK-6090,1215.516,-1397.1239999999998,5,Bronze,Juliana Krohn
JK-6120,2513.07,299.7,6,Silver,Julie Kriz
JL-15130,12908.49914,967.8775400000001,28,Gold,Jack Lebron
JL-15175,13499.872459999999,1268.0311599999998,27,Platinum,James Lanier
JL-15235,18725.38964,4370.94704,24,Platinum,Janet Lee
JL-15505,8631.695,644.2673000000001,22,Gold,Jeremy Lonsdale
JL-15835,22594.043,1576.5369999999996,30,Platinum,John Lee
JL-15850,8497.68,988.2485999999999,22,Gold,John Lucas
JL-5130,5765.400000000001,72.30000000000054,12,Silver,Jack Lebron
JL-5175,1353.09,433.14,5,Bronze,James Lanier
JL-5235,1751.712,359.742,4,Silver,Janet Lee
JL-5505,2729.3399999999997,542.01,3,Silver,Jeremy Lonsdale
JL-5835,3388.275,816.4650000000001,7,Silver,John Lee
JL-5850,2003.598,-634.0019999999997,4,Silver,John Lucas
JM-15250,15594.46182,2152.67332,24,Platinum,Janet Martin
JM-15265,15036.5537,2623.9919999999997,29,Platinum,Janet Molinari
JM-15535,6942.403,1460.2395,20,Gold,Jessica Myrick
JM-15580,13295.857,1540.2094,24,Platinum,Jill Matthias
JM-15655,16294.72706,1190.07406,34,Platinum,Jim Mitchum
JM-15865,20841.946500000002,2234.2469000000006,29,Platinum,John Murray
JM-16195,7825.5646,1314.3129999999999,25,Gold,Justin MacKendrick
JM-5250,2424.201,-488.01900000000023,5,Silver,Janet Martin
JM-5265,1131.912,156.102,4,Bronze,Janet Molinari
JM-5535,847.827,-101.31299999999996,5,Bronze,Jessica Myrick
JM-5580,880.323,176.523,5,Bronze,Jill Matthias
JM-5655,3602.67,608.46,8,Silver,Jim Mitchum
JM-5865,1544.268,83.86800000000005,6,Bronze,John Murray
JM-6195,1200.492,205.482,8,Bronze,Justin MacKendrick
JO-15145,10440.976,2280.9515,23,Gold,Jack O'Briant
JO-15280,7123.5651,1203.0993,21,Gold,Jas O'Carroll
JO-15550,4002.8940000000002,541.2968999999998,19,Silver,Jesus Ocampo
JO-5145,2904.714,764.304,6,Silver,Jack O'Briant
JO-5280,1694.8500000000001,702.69,4,Silver,Jas O'Carroll
JO-5550,4203.780000000001,41.46000000000001,9,Silver,Jesus Ocampo
JP-15460,10916.36982,1639.9413200000001,26,Gold,Jennifer Patt
JP-15520,16429.04996,2854.7461599999997,26,Platinum,Jeremy Pistek
JP-16135,10163.5086,2036.0102,34,Gold,Julie Prescott
JP-5460,3294.018,439.48800000000006,10,Silver,Jennifer Patt
JP-5520,2227.5240000000003,315.41399999999993,4,Silver,Jeremy Pistek
JP-6135,4432.650000000001,1443.03,8,Silver,Julie Prescott
JR-15670,13338.0916,-1185.9909,20,Platinum,Jim Radford
JR-15700,9568.31976,815.8547599999998,18,Gold,Jocasta Rupert
JR-16210,12589.959,1221.9459999999997,21,Gold,Justin Ritter
JR-5670,2585.034,425.574,6,Silver,Jim Radford
JR-5700,1673.1630000000002,116.67300000000007,6,Bronze,Jocasta Rupert
JR-6210,1033.29,84.81,6,Bronze,Justin Ritter
JS-15595,9334.6385,562.5655,18,Gold,Jill Stevenson
JS-15685,14338.5195,1848.0462999999997,26,Platinum,Jim Sink
JS-15880,10443.1001,1471.0499,20,Gold,John Stevenson
JS-15940,3874.7659999999996,-26.756599999999896,15,Silver,Joni Sundaresam
JS-16030,19218.81298,-675.4485200000001,32,Platinum,Joy Smith
JS-5595,806.691,-723.7589999999999,6,Bronze,Jill Stevenson
JS-5685,1944.0600000000002,502.44,5,Silver,Jim Sink
